check,passed
8108/broad/selected_by_selection,True
8108/broad/candidate_identity,True
8108/broad/actual_attempts,True
8108/broad/charged_time,True
8108/broad/actual_failures,True
8108/broad/online_checks,True
8108/broad/refit_succeeded,True
8108/broad/separate_refit_charge,True
8108/broad/final_row_ids,True
8108/broad/final_targets,True
8108/broad/finite_predictions,True
8108/broad/final_metric,True
8108/broad/normalized_loss,True
8108/broad/separate_utility,True
8108/greedy/same_public_data,True
8108/greedy/final_absent_from_rollout,True
8108/greedy/disjoint_rows,True
8108/greedy/fixed_sizes,True
8108/greedy/tree_identity,True
8108/greedy/selected_by_selection,True
8108/greedy/candidate_identity,True
8108/greedy/actual_attempts,True
8108/greedy/charged_time,True
8108/greedy/actual_failures,True
8108/greedy/online_checks,True
8108/greedy/refit_succeeded,True
8108/greedy/separate_refit_charge,True
8108/greedy/final_row_ids,True
8108/greedy/final_targets,True
8108/greedy/finite_predictions,True
8108/greedy/final_metric,True
8108/greedy/normalized_loss,True
8108/greedy/separate_utility,True
8109/evolved/same_public_data,True
8109/evolved/final_absent_from_rollout,True
8109/evolved/disjoint_rows,True
8109/evolved/fixed_sizes,True
8109/evolved/tree_identity,True
8109/evolved/selected_by_selection,True
8109/evolved/candidate_identity,True
8109/evolved/actual_attempts,True
8109/evolved/charged_time,True
8109/evolved/actual_failures,True
8109/evolved/online_checks,True
8109/evolved/refit_succeeded,True
8109/evolved/separate_refit_charge,True
8109/evolved/final_row_ids,True
8109/evolved/final_targets,True
8109/evolved/finite_predictions,True
8109/evolved/final_metric,True
8109/evolved/normalized_loss,True
8109/evolved/separate_utility,True
8109/broad-stop/same_public_data,True
8109/broad-stop/final_absent_from_rollout,True
8109/broad-stop/disjoint_rows,True
8109/broad-stop/fixed_sizes,True
8109/broad-stop/tree_identity,True
8109/broad-stop/selected_by_selection,True
8109/broad-stop/candidate_identity,True
8109/broad-stop/actual_attempts,True
8109/broad-stop/charged_time,True
8109/broad-stop/actual_failures,True
8109/broad-stop/online_checks,True
8109/broad-stop/refit_succeeded,True
8109/broad-stop/separate_refit_charge,True
8109/broad-stop/final_row_ids,True
8109/broad-stop/final_targets,True
8109/broad-stop/finite_predictions,True
8109/broad-stop/final_metric,True
8109/broad-stop/normalized_loss,True
8109/broad-stop/separate_utility,True
8109/broad/same_public_data,True
8109/broad/final_absent_from_rollout,True
