board,player,action,value
.X.X...O.,O,2,-0.2
.X.X...O.,O,4,-0.36000000000000004
.X.X...O.,O,5,-0.2
.X.X...O.,O,6,-0.2
.X.X...O.,O,8,-0.03999999999999998
.X.X...OO,X,0,0.2
.X.X...OO,X,5,-0.2
.X.X..O..,O,0,-0.16
.X.X..O..,O,2,-0.2
.X.X..O..,O,4,0.36000000000000004
.X.X..O..,O,5,-0.2
.X.X..O..,O,7,-0.05643519999999999
.X.X..O..,O,8,-0.03999999999999998
.X.X..O.O,X,4,0.2
.X.X..O.O,X,7,-0.2
.X.X..OO.,X,0,-0.2
.X.X..OO.,X,4,-0.2
.X.X..OO.,X,5,-0.2
.X.X..OO.,X,8,0.40992000000000006
.X.X..OOX,O,0,-0.2
.X.X..OOX,O,2,-0.2
.X.X..OOX,O,4,-0.2
.X.X..OOX,O,5,-0.2
.X.X..OXO,O,2,0.2
.X.X..XOO,O,0,-0.2
.X.X.O...,O,7,-0.2
.X.X.O.O.,X,0,0.36000000000000004
.X.X.O.O.,X,8,0.0
.X.X.O.OX,O,0,0.0
.X.X.O.OX,O,4,0.0
.X.X.O.XO,O,6,-0.2
.X.X.OO..,X,2,0.2
.X.X.OO.X,O,0,0.0
.X.X.OOOX,X,2,0.2
.X.X.OOOX,X,4,0.0
.X.X.OOX.,O,8,-0.2
.X.X.OOXO,X,4,0.36000000000000004
.X.X.OX.O,O,0,-0.2
.X.X.OX.O,O,2,0.36000000000000004
.X.X.OX.O,O,7,-0.2
.X.X.OXO.,O,0,0.0
.X.X.OXOO,X,0,0.2
.X.X.X.OO,O,0,-0.2
.X.X.X.OO,O,4,0.36000000000000004
.X.X.XOO.,O,2,-0.2
.X.X.XOO.,O,8,0.2
.X.XO....,O,2,0.03999999999999998
.X.XO....,O,7,0.0
.X.XO....,O,8,0.488
.X.XO...O,X,0,-0.2
.X.XO...O,X,2,-0.2
.X.XO...O,X,5,-0.2
.X.XO..O.,X,6,0.0
.X.XO..O.,X,8,0.36000000000000004
.X.XO..OX,O,0,-0.16
.X.XO..OX,O,2,0.03199999999999999
.X.XO..OX,O,5,-0.2
.X.XO..OX,O,6,-0.2
.X.XO.O..,X,5,-0.2
.X.XO.O..,X,8,-0.2
.X.XO.O.X,O,2,0.36000000000000004
.X.XO.O.X,O,5,-0.2
.X.XO.OOX,X,2,0.36000000000000004
.X.XO.OX.,O,0,0.2
.X.XO.X.O,O,0,0.2
.X.XO.XO.,O,0,0.0
.X.XO.XO.,O,2,-0.36000000000000004
.X.XO.XO.,O,5,-0.2
.X.XO.XO.,O,8,-0.2
.X.XO.XOO,X,0,0.2
.X.XOO..X,O,2,-0.2
.X.XOO..X,O,6,0.0
.X.XOO..X,O,7,0.0
.X.XOO.OX,X,2,0.1024
.X.XOOO.X,X,2,0.128
.X.XOOOXX,O,0,0.0
.X.XOOXO.,X,8,0.2
.X.XOOXOX,O,0,0.0
.X.XOOXOX,O,2,-0.36000000000000004
.X.XOX..O,O,2,0.2
.X.XOX.OO,X,0,-0.2
.X.XOX.OO,X,2,-0.2
.X.XOXO..,O,2,0.488
.X.XOXXOO,O,0,0.2
.X.XOXXOO,O,2,-0.2
.X.XX.O.O,O,0,-0.03999999999999998
.X.XX.O.O,O,2,-0.03999999999999998
.X.XX.O.O,O,5,0.2
.X.XX.OO.,O,5,0.0
.X.XX.OO.,O,8,0.488
.X.XXOO..,O,8,0.2
.X.XXOO.O,X,0,-0.2
.X.XXOO.O,X,2,-0.2
.X.XXOOO.,X,8,0.0
.X.XXOOOX,O,0,0.0
.X.XXOXOO,O,2,0.36000000000000004
.XO......,X,0,-0.2
.XO......,X,5,-0.2
.XO......,X,8,-0.08383012484546562
.XO.....X,O,0,-0.36000000000000004
.XO.....X,O,3,-0.36000000000000004
.XO.....X,O,4,0.41656576
.XO.....X,O,5,-0.2
.XO.....X,O,6,-0.2
.XO.....X,O,7,-0.36000000000000004
.XO....OX,X,3,0.36000000000000004
.XO....X.,O,0,0.2
.XO....X.,O,3,-0.2
.XO....X.,O,4,-0.2
.XO....X.,O,5,-0.2
.XO....XO,X,6,0.0
.XO...O.X,X,7,0.2
.XO...OX.,X,0,-0.2
.XO...OX.,X,5,-0.2
.XO...OXX,O,3,-0.2
.XO...X..,O,0,0.0
.XO...X..,O,3,0.0
.XO...X..,O,4,0.2
.XO...X..,O,5,-0.2
.XO...X..,O,7,0.0
.XO...X.O,X,0,0.2
.XO...X.O,X,4,0.36000000000000004
.XO...X.O,X,5,-0.2
.XO...XO.,X,4,0.0
.XO...XO.,X,5,0.128
.XO...XO.,X,8,0.0
.XO...XOX,O,4,0.0
.XO...XXO,O,3,0.0
.XO..O..X,X,4,0.2
.XO..O.X.,X,0,-0.2
.XO..O.X.,X,3,-0.03999999999999998
.XO..O.X.,X,6,-0.2
.XO..O.XX,O,6,0.2
.XO..OOXX,X,3,-0.2
.XO..OX..,X,4,0.2
.XO..OX.X,O,3,-0.2
.XO..OX.X,O,4,0.2
.XO..OXX.,O,4,-0.2
.XO..OXX.,O,8,0.2
.XO..X...,O,8,0.2
.XO..X..O,X,4,-0.2
.XO..XO..,X,3,-0.2
.XO..XO..,X,7,0.2
.XO..XOX.,O,3,-0.03999999999999998
.XO..XX.O,O,4,0.2
.XO..XXO.,O,0,-0.2
.XO..XXO.,O,3,0.0
.XO..XXO.,O,4,-0.2
.XO.O...X,X,3,-0.2
.XO.O...X,X,5,-0.2
.XO.O...X,X,6,0.07545600000000002
.XO.O...X,X,7,-0.2
.XO.O..X.,X,8,0.2
.XO.O..XX,O,0,-0.2
.XO.O..XX,O,3,-0.2
.XO.O..XX,O,5,-0.2
.XO.O..XX,O,6,0.488
.XO.O.X..,X,5,0.0
.XO.O.X..,X,7,-0.03999999999999998
.XO.O.X..,X,8,0.0
.XO.O.X.X,O,0,-0.16
.XO.O.X.X,O,3,0.36000000000000004
.XO.O.X.X,O,5,-0.2
.XO.O.X.X,O,7,-0.2
.XO.O.XOX,X,3,0.2624
.XO.O.XX.,O,0,-0.2
.XO.O.XX.,O,8,0.36000000000000004
.XO.O.XXO,X,0,-0.2
.XO.O.XXO,X,5,-0.2
.XO.OO.XX,X,6,0.2
.XO.OOX.X,X,0,-0.2
.XO.OOX.X,X,3,0.2
.XO.OOXX.,X,8,0.2
.XO.OX..X,O,0,-0.2
.XO.OX..X,O,3,0.0
.XO.OX..X,O,7,0.36000000000000004
.XO.OX.OX,X,0,-0.2
.XO.OX.OX,X,3,-0.2
.XO.OX.OX,X,6,0.0
.XO.OXX..,O,3,0.0
.XO.OXX.O,X,3,-0.2
.XO.OXX.O,X,7,0.0
.XO.OXXO.,X,0,0.2
.XO.OXXOX,O,3,0.0
.XO.OXXXO,O,0,0.2
.XO.OXXXO,O,3,0.0
.XO.X....,O,0,-0.36000000000000004
.XO.X....,O,3,-0.347456
.XO.X....,O,5,-0.36000000000000004
.XO.X....,O,6,-0.36000000000000004
.XO.X....,O,7,-0.328
.XO.X....,O,8,-0.33440000000000003
.XO.X...O,X,0,-0.2
.XO.X...O,X,7,0.488
.XO.X..O.,X,5,0.328
.XO.X.O..,X,8,0.67232
.XO.X.O.X,O,0,-0.2
.XO.X.O.X,O,3,-0.2
.XO.X.O.X,O,5,-0.36000000000000004
.XO.X.O.X,O,7,-0.2
.XO.X.OOX,X,3,0.36000000000000004
.XO.X.X.O,O,0,-0.2
.XO.X.X.O,O,7,-0.2
.XO.X.XO.,O,5,0.0
.XO.X.XOO,X,5,0.2
.XO.XO...,X,7,0.67232
.XO.XO..X,O,6,-0.2
.XO.XO..X,O,7,-0.2
.XO.XO.OX,X,3,0.2
.XO.XOO.X,X,0,0.2
.XO.XOO.X,X,7,0.488
.XO.XOX..,O,0,-0.2
.XO.XOXO.,X,3,0.0
.XO.XX..O,O,0,-0.2
.XO.XX..O,O,3,-0.2
.XO.XX..O,O,6,0.03999999999999998
.XO.XX..O,O,7,-0.2
.XO.XX.O.,O,0,0.0
.XO.XX.O.,O,3,-0.2
.XO.XX.O.,O,6,-0.2
.XO.XX.OO,X,6,0.2
.XO.XXO.O,X,0,-0.2
.XO.XXO.O,X,7,0.2
.XO.XXOO.,X,0,-0.2
.XO.XXOO.,X,3,0.36000000000000004
.XO.XXXOO,O,0,-0.36000000000000004
.XOO....X,X,7,0.08800000000000002
.XOO...X.,X,6,0.36000000000000004
.XOO...XX,O,0,0.2
.XOO...XX,O,4,-0.2
.XOO...XX,O,5,-0.2
.XOO..OXX,X,4,0.2
.XOO..X..,X,0,-0.2
.XOO..X..,X,4,0.0
.XOO..X.X,O,4,-0.2
.XOO..X.X,O,5,0.2
.XOO..XOX,X,5,0.0
.XOO..XX.,O,5,-0.2
.XOO..XX.,O,8,-0.2
.XOO..XXO,X,5,0.128
.XOO.O.XX,X,4,0.2
.XOO.OX.X,X,0,-0.03999999999999998
.XOO.OX.X,X,7,0.2
.XOO.OXX.,X,4,0.36000000000000004
.XOO.XOX.,X,0,0.2
.XOO.XOX.,X,8,-0.2
.XOO.XOXX,O,0,0.2
.XOO.XXO.,X,0,0.0
.XOO.XXO.,X,4,0.0
.XOO.XXO.,X,8,0.0
.XOO.XXOX,O,0,0.0
.XOO.XXOX,O,4,0.0
.XOO.XXXO,O,0,-0.2
.XOO.XXXO,O,4,0.0
.XOOO..XX,X,6,0.488
.XOOO.X.X,X,0,-0.36000000000000004
.XOOO.X.X,X,5,0.08192
.XOOOX..X,X,6,0.0
.XOOOXX..,X,0,0.0
.XOOOXX.X,O,0,-0.2
.XOOOXX.X,O,7,0.0
.XOOOXXOX,X,0,0.0
.XOOOXXX.,O,0,-0.2
.XOOOXXXO,X,0,0.0
.XOOX....,X,5,0.36000000000000004
.XOOX....,X,8,0.18432
.XOOX...X,O,0,-0.36000000000000004
.XOOX...X,O,5,-0.5904
.XOOX...X,O,6,-0.488
.XOOX...X,O,7,-0.07653111627775999
.XOOX..OX,X,5,0.09566389534719999
.XOOX..OX,X,6,0.0
.XOOX.O.X,X,0,0.5904
.XOOX.X..,O,5,-0.2
.XOOX.X..,O,7,-0.2
.XOOX.X..,O,8,-0.2
.XOOX.X.O,X,7,0.36000000000000004
.XOOX.XO.,X,0,0.2
.XOOX.XO.,X,5,0.0
.XOOX.XOX,O,0,0.0
.XOOXO..X,X,0,0.5904
.XOOXOX..,X,8,0.2
.XOOXOX.X,O,7,-0.2
.XOOXOXOX,X,0,0.36000000000000004
.XOOXX...,O,0,-0.2
.XOOXX...,O,8,-0.2
.XOOXX..O,X,0,0.36000000000000004
.XOOXX.O.,X,0,0.2
.XOOXX.O.,X,6,0.0
.XOOXX.O.,X,8,0.0
.XOOXX.OX,O,0,0.0
.XOOXX.OX,O,6,-0.36000000000000004
.XOOXXOOX,X,0,0.5904
.XOOXXX.O,O,0,-0.2
.XOOXXXO.,O,0,0.0
.XOOXXXO.,O,8,0.0
.XOOXXXOO,X,0,0.0
.XOX.....,O,0,0.2
.XOX...O.,X,8,0.2
.XOX...OX,O,0,-0.2
.XOX...OX,O,4,0.0
.XOX...OX,O,5,-0.2
.XOX...OX,O,6,-0.03999999999999998
.XOX..O..,X,7,0.2
.XOX..O.X,O,7,-0.2
.XOX..OOX,X,4,0.488
.XOX..OOX,X,5,-0.2
.XOX..OX.,O,8,-0.2
.XOX..OXO,X,5,-0.03999999999999998
.XOX.O.OX,X,6,0.2
.XOX.O.X.,O,6,-0.2
.XOX.O.X.,O,8,0.36000000000000004
.XOX.OOX.,X,4,0.2
.XOX.OOXX,O,4,0.2
.XOX.OX..,O,4,-0.2
.XOX.OX..,O,8,0.2
.XOX.OXOX,O,0,0.0
.XOX.OXOX,O,4,-0.2
.XOX.X..O,O,7,-0.2
.XOX.X.OO,X,6,0.2
.XOX.XO..,O,4,0.2
.XOX.XOO.,X,4,0.2
.XOX.XOOX,O,4,0.2
.XOX.XOXO,O,0,-0.2
.XOX.XOXO,O,4,0.2
.XOX.XXOO,O,0,-0.2
.XOXO....,X,7,-0.03999999999999998
.XOXO...X,O,0,0.2
.XOXO..OX,X,0,-0.03999999999999998
.XOXO..OX,X,5,0.0
.XOXO..X.,O,5,-0.2
.XOXO..X.,O,6,0.2
.XOXO..X.,O,8,0.2
.XOXO..XO,X,5,-0.2
.XOXO.XO.,X,0,0.36000000000000004
.XOXO.XOX,O,0,0.0
.XOXO.XOX,O,5,-0.36000000000000004
.XOXOO..X,X,0,0.2
.XOXOO.X.,X,8,0.2
.XOXOO.XX,O,0,-0.2
.XOXOOX..,X,7,0.2
.XOXOOX.X,O,7,-0.2
.XOXOOXOX,X,0,0.7378560000000001
.XOXOOXX.,O,0,-0.2
.XOXOOXX.,O,8,0.2
.XOXOX...,O,0,0.0
.XOXOX..O,X,7,-0.2
.XOXOX.OX,O,0,0.0
.XOXOX.OX,O,6,0.2
.XOXOX.XO,O,0,0.36000000000000004
.XOXOXX.O,O,0,0.36000000000000004
.XOXOXXOO,X,0,0.2
.XOXX.O..,O,5,-0.2
.XOXX.O..,O,8,-0.36000000000000004
.XOXX.O.O,X,0,-0.2
.XOXX.O.O,X,7,0.488
.XOXX.OOX,O,0,-0.488
.XOXX.OOX,O,5,-0.5904
.XOXX.XOO,O,0,-0.2
.XOXX.XOO,O,5,0.2
.XOXXO.OX,O,6,-0.2
.XOXXOO..,X,8,0.2
.XOXXOO.X,O,0,-0.2
.XOXXOOOX,X,0,0.67232
.XOXXOXO.,O,0,0.0
.XX.....O,O,6,-0.03999999999999998
.XX.....O,O,7,-0.2
.XX....O.,O,4,0.2
.XX....OO,X,0,0.2
.XX...O..,O,0,0.40678400000000003
.XX...O..,O,4,-0.2
.XX...O..,O,5,-0.2
.XX...O..,O,7,-0.2
.XX...O.O,X,4,0.2
.XX...O.O,X,7,-0.2
.XX...OO.,X,0,0.2
.XX...OOX,O,0,-0.2
.XX...OXO,O,0,-0.03999999999999998
.XX..O...,O,0,0.2
.XX..O...,O,3,-0.2
.XX..O...,O,4,0.2
.XX..O...,O,6,-0.03999999999999998
.XX..OO..,X,3,0.36000000000000004
.XX..OO..,X,8,-0.2
.XX..OO.X,O,0,0.0
.XX..OO.X,O,3,-0.03999999999999998
.XX..OO.X,O,7,-0.2
.XX..OOOX,X,0,0.2
.XX..OOOX,X,4,0.0
.XX..OOX.,O,3,-0.2
.XX..OX.O,O,0,-0.2
.XX..OX.O,O,3,-0.2
.XX..OX.O,O,4,-0.03999999999999998
.XX..OX.O,O,7,-0.2
.XX..OXO.,O,0,-0.2
.XX..OXO.,O,3,0.2
.XX..OXOO,X,4,0.2
.XX..X.OO,O,4,0.2
.XX..X.OO,O,6,0.2
.XX..XO.O,O,0,0.2
.XX.O....,O,0,0.4801184694272
.XX.O....,O,3,0.03999999999999998
.XX.O....,O,6,0.2
.XX.O....,O,7,-0.488
.XX.O....,O,8,-0.2
.XX.O...O,X,0,0.2
.XX.O..O.,X,8,0.19039999999999996
.XX.O..OX,O,0,-0.2
.XX.O..OX,O,3,0.2
.XX.O..OX,O,5,-0.2
.XX.O..OX,O,6,-0.2
.XX.O..XO,O,6,0.08800000000000002
.XX.O.O..,X,5,-0.03999999999999998
.XX.O.O.X,O,0,-0.2
.XX.O.OOX,X,3,0.2
.XX.O.OX.,O,3,0.2
.XX.O.OXO,X,0,0.2
.XX.O.OXO,X,3,-0.2
.XX.O.OXO,X,5,-0.2
.XX.O.X.O,O,0,0.36000000000000004
.XX.O.X.O,O,3,-0.2
.XX.O.XO.,O,0,0.2
.XX.O.XO.,O,3,-0.2
.XX.OO...,X,6,-0.2
.XX.OO..X,O,0,0.0
.XX.OO..X,O,3,0.36000000000000004
.XX.OO.OX,X,0,0.2
.XX.OO.X.,O,8,0.2
.XX.OO.XO,X,3,-0.2
.XX.OOOXX,O,3,0.36000000000000004
.XX.OOX..,O,3,0.2
.XX.OOX..,O,7,-0.2
.XX.OOX..,O,8,-0.03999999999999998
.XX.OOX.O,X,0,0.36000000000000004
.XX.OOX.O,X,3,-0.2
.XX.OOX.O,X,7,-0.2
.XX.OOXO.,X,0,0.2
.XX.OOXOX,O,0,0.0
.XX.OOXXO,O,0,0.2
.XX.OOXXO,O,3,0.36000000000000004
.XX.OX.OO,X,3,-0.2
.XX.OXO..,O,0,0.36000000000000004
.XX.OXO..,O,7,-0.2
.XX.OXO..,O,8,-0.2
.XX.OXO.O,X,0,0.2
.XX.OXOO.,X,8,0.2
.XX.OXOXO,O,0,0.2
.XX.X..OO,O,0,-0.2
.XX.X..OO,O,3,-0.36000000000000004
.XX.X..OO,O,6,0.488
.XX.X.O.O,O,5,-0.2
.XX.X.OO.,O,3,-0.2
.XX.XOO..,O,7,0.2
.XX.XOO.O,X,3,0.2
.XX.XOOO.,X,3,-0.2
.XX.XOOOX,O,0,0.0
.XXO.....,O,4,0.2
.XXO...XO,O,5,0.2
.XXO..X.O,O,0,-0.36000000000000004
.XXO..X.O,O,4,-0.2
.XXO..X.O,O,5,-0.2
.XXO..X.O,O,7,-0.2
.XXO..XO.,O,4,-0.2
.XXO..XOO,X,4,0.2
.XXO.O...,X,0,0.2
.XXO.O..X,O,7,-0.2
.XXO.O.OX,X,0,0.2
.XXO.O.X.,O,0,-0.2
.XXO.O.X.,O,6,-0.2
.XXO.O.XO,X,6,-0.2
.XXO.OO.X,X,4,0.2
.XXO.OO.X,X,7,-0.2
.XXO.OOX.,X,4,0.36000000000000004
.XXO.OOXX,O,0,0.36000000000000004
.XXO.OX..,O,4,0.36000000000000004
.XXO.OX.O,X,4,0.36000000000000004
.XXO.OXO.,X,8,-0.2
.XXO.OXOX,O,4,0.2
.XXO.OXXO,O,4,0.36000000000000004
.XXO.X..O,O,4,0.2
.XXO.XOXO,O,4,-0.36000000000000004
.XXOO....,X,6,-0.03999999999999998
.XXOO....,X,8,-0.2
.XXOO...X,O,0,-0.2
.XXOO...X,O,6,-0.03999999999999998
.XXOO...X,O,7,-0.03999999999999998
.XXOO..OX,X,6,-0.16800000000000004
.XXOO.O.X,X,0,0.2
.XXOO.O.X,X,7,-0.2
.XXOO.OX.,X,8,-0.2
.XXOO.OXX,O,5,0.488
.XXOO.X..,O,0,-0.2
.XXOO.X..,O,5,0.36000000000000004
.XXOO.X..,O,7,-0.488
.XXOO.X..,O,8,-0.2
.XXOO.X.O,X,0,0.488
.XXOO.XO.,X,0,0.67232
.XXOO.XOX,O,0,-0.2
.XXOO.XOX,O,5,0.36000000000000004
.XXOOX...,O,0,-0.2
.XXOOX...,O,8,-0.2
.XXOOX..O,X,7,-0.03999999999999998
.XXOOX.XO,O,0,0.2
.XXOOX.XO,O,6,-0.2
.XXOOXOXO,X,0,0.488
.XXOOXX.O,O,0,0.488
.XXOX...O,O,5,-0.2
.XXOX..O.,O,0,-0.2
.XXOX..O.,O,5,-0.36000000000000004
.XXOX..O.,O,6,-0.2
.XXOX..O.,O,8,-0.2
.XXOX..OO,X,0,0.36000000000000004
.XXOX..OO,X,6,0.2
.XXOX.O..,O,0,0.36000000000000004
.XXOX.OO.,X,0,0.36000000000000004
.XXOXO...,O,6,0.2
.XXOXO...,O,8,-0.2
.XXOXO..O,X,0,0.2
.XXOXO..O,X,6,0.2
.XXOXO.O.,X,6,0.36000000000000004
.XXOXO.OX,O,0,-0.2
.XXOXOO..,X,8,-0.2
.XXOXOO.X,O,0,0.488
.XXOXOO.X,O,7,-0.2
.XXOXOOOX,X,0,0.2
.XXOXX.OO,O,0,-0.2
.XXOXX.OO,O,6,0.36000000000000004
.XXOXXO.O,O,0,0.2
.XXX.O.O.,O,4,0.0
.XXX.OO..,O,0,-0.2
.XXX.OO..,O,7,-0.2
.XXX.OO..,O,8,-0.2
.XXX.OO.O,X,7,0.2
.XXX.OOO.,X,0,0.2
.XXX.OOOX,O,0,0.0
.XXX.OOOX,O,4,-0.2
.XXX.OOXO,O,0,-0.2
.XXX.OOXO,O,4,-0.2
.XXXO...O,O,0,0.2
.XXXO.O..,O,7,-0.2
.XXXO.O..,O,8,0.2
.XXXO.O.O,X,5,-0.2
.XXXO.OO.,X,0,0.2
.XXXO.OOX,O,0,-0.36000000000000004
.XXXO.OOX,O,5,-0.2
.XXXO.OXO,O,0,0.36000000000000004
.XXXOO...,O,6,0.0
.XXXOO.O.,X,6,0.0
.XXXOO.OX,O,0,0.0
.XXXOO.OX,O,6,-0.2
.XXXOO.XO,O,0,0.2
.XXXOOO..,X,7,0.0
.XXXOOO.X,O,0,0.0
.XXXOOO.X,O,7,-0.2
.XXXOOOOX,X,0,0.5904
.XXXOOOX.,O,0,0.0
.XXXOOOXO,X,0,0.2
.XXXOOX.O,O,0,0.2
.XXXOOX.O,O,7,-0.2
.XXXOOXO.,O,0,0.0
.XXXOOXOO,X,0,0.2
.XXXOX.OO,O,0,0.36000000000000004
.XXXOXO.O,O,7,0.2
.XXXXOO.O,O,0,-0.2
.XXXXOO.O,O,7,0.2
.XXXXOOO.,O,8,0.2
O.......X,X,2,0.09632000000000002
O.......X,X,3,-0.03999999999999998
O.......X,X,4,-0.03999999999999998
O.......X,X,6,0.52982784
O.......X,X,7,-0.04768000000000003
O......X.,X,1,-0.23199999999999998
O......X.,X,2,-0.36000000000000004
O......X.,X,3,-0.2
O......X.,X,4,-0.043475046399999995
O......X.,X,5,-0.3856
O......X.,X,6,0.07716270489600002
O......X.,X,8,-0.03999999999999998
O......XX,O,1,-0.36000000000000004
O......XX,O,4,-0.2
O......XX,O,5,-0.2
O......XX,O,6,0.488
O.....OXX,X,4,-0.2
O.....OXX,X,5,-0.36000000000000004
O.....X..,X,1,0.10114867199999997
O.....X..,X,2,-0.2
O.....X..,X,3,-0.36000000000000004
O.....X..,X,4,0.279829429259128
O.....X..,X,5,-0.36000000000000004
O.....X..,X,7,0.03999999999999998
O.....X..,X,8,0.8228700411567993
O.....X.X,O,1,-0.67232
O.....X.X,O,2,-0.67232
O.....X.X,O,3,-0.6059648
O.....X.X,O,4,-0.47431229440000006
O.....X.X,O,5,-0.652588683264
O.....X.X,O,7,-0.6223225856000001
O.....XOX,X,3,0.16
O.....XOX,X,4,0.5954790400000001
O.....XX.,O,1,-0.186944
O.....XX.,O,2,-0.16800000000000004
O.....XX.,O,3,-0.2
O.....XX.,O,4,0.2
O.....XX.,O,5,-0.2
O.....XX.,O,8,-0.03999999999999998
O.....XXO,X,1,0.2
O.....XXO,X,2,-0.2
O.....XXO,X,5,-0.16800000000000004
O....O.XX,X,1,0.488
O....OX.X,X,2,0.3405806482489344
O....OX.X,X,3,-0.2
O....OX.X,X,7,0.2
O....OXX.,X,2,0.2
O....X...,X,2,0.2
O....X.X.,O,1,-0.2
O....X.X.,O,2,0.36000000000000004
O....X.X.,O,3,0.2
O....XOX.,X,1,-0.2
O....XOX.,X,2,-0.2
O....XOXX,O,1,0.2
O....XOXX,O,2,0.2
O....XX..,O,4,0.36000000000000004
O....XX..,O,7,0.0
O....XXO.,X,1,0.0
O....XXXO,O,2,-0.03999999999999998
O....XXXO,O,3,0.2
O...O..XX,X,3,0.2
O...O.X.X,X,1,0.2
O...O.X.X,X,2,-0.03999999999999998
O...O.X.X,X,5,0.50115584
O...O.XX.,X,2,-0.2
O...OX..X,X,2,0.2
O...OXOXX,X,1,-0.2
O...OXOXX,X,3,-0.2
O...OXX..,X,2,-0.03999999999999998
O...OXX..,X,7,-0.2
O...OXX.X,O,1,-0.2
O...OXX.X,O,2,-0.16
O...OXX.X,O,3,-0.2
O...OXX.X,O,7,-0.3856
O...OXXOX,X,2,0.5904
O...OXXOX,X,3,-0.2
O...OXXX.,O,1,0.2
O...X....,X,1,0.5568193536
O...X....,X,2,-0.21494793712162108
O...X....,X,3,-0.19479673076315254
O...X....,X,5,-0.07828486682064577
O...X....,X,6,-0.037353464791040014
O...X....,X,7,-0.13956288128721403
O...X....,X,8,-0.046842984693760026
O...X...X,O,1,-0.36000000000000004
O...X...X,O,2,0.36000000000000004
O...X...X,O,3,-0.36000000000000004
O...X...X,O,6,-0.03771852800000003
O...X..OX,X,2,0.2
O...X..X.,O,1,-0.21851466132797148
O...X..X.,O,2,0.09160140799999997
O...X..X.,O,3,-0.36000000000000004
O...X..X.,O,5,-0.36000000000000004
O...X..X.,O,6,-0.19039999999999996
O...X..X.,O,8,-0.254016
O...X..XO,X,1,0.2
O...X..XO,X,3,-0.2
O...X..XO,X,5,0.5854847999999999
O...X.O.X,X,1,-0.23199999999999998
O...X.O.X,X,2,-0.16
O...X.O.X,X,3,0.5904
O...X.O.X,X,5,-0.2
O...X.O.X,X,7,-0.2
O...X.OX.,X,2,-0.03999999999999998
O...X.OX.,X,5,0.488
O...X.OXX,O,1,0.36000000000000004
O...X.X..,O,1,-0.2
O...X.X..,O,2,-0.1652721449672219
O...X.X..,O,3,-0.2
O...X.X..,O,5,-0.36000000000000004
O...X.X..,O,7,-0.1024
O...X.X..,O,8,-0.27040000000000003
O...X.X.O,X,1,0.36000000000000004
O...X.X.O,X,5,-0.03999999999999998
O...X.XO.,X,1,0.1024
O...X.XOX,O,1,-0.2
O...X.XOX,O,2,0.0
O...X.XOX,O,3,-0.36000000000000004
O...X.XOX,O,5,-0.36000000000000004
O...XO..X,X,2,0.3024
O...XO..X,X,3,0.0
O...XO..X,X,6,0.16800000000000004
O...XO.X.,X,2,0.2
O...XO.X.,X,3,0.2
O...XOOXX,X,1,0.2
O...XOOXX,X,2,0.0
O...XOX..,X,1,-0.2
O...XOX..,X,7,0.19039999999999996
O...XOX.X,O,1,-0.03999999999999998
O...XOX.X,O,3,-0.2
O...XOXOX,X,2,0.488
O...XOXX.,O,1,-0.2
O...XOXX.,O,2,0.2
O...XOXX.,O,3,-0.2
O...XOXX.,O,8,-0.2
O...XOXXO,X,2,0.36000000000000004
O...XOXXO,X,3,-0.2
O...XX...,O,1,-0.36000000000000004
O...XX...,O,2,-0.36000000000000004
O...XX...,O,3,0.16718775910400002
O...XX...,O,6,-0.36000000000000004
O...XX...,O,7,-0.36000000000000004
O...XX...,O,8,-0.3856
O...XX..O,X,2,-0.03999999999999998
O...XX..O,X,6,0.2
O...XX..O,X,7,0.67232
O...XX.O.,X,3,0.7902848
O...XX.O.,X,6,0.0
O...XX.O.,X,8,-0.2
O...XX.OX,O,6,0.2
O...XX.XO,O,1,-0.488
O...XX.XO,O,2,-0.3856
O...XX.XO,O,3,-0.36000000000000004
O...XX.XO,O,6,-0.488
O...XXO..,X,2,-0.2
O...XXO..,X,3,0.5904
O...XXO..,X,8,-0.03999999999999998
O...XXO.X,O,2,-0.2
O...XXO.X,O,3,0.36000000000000004
O...XXOOX,X,1,-0.2
O...XXOX.,O,1,-0.2
O...XXOX.,O,2,-0.2
O...XXOX.,O,8,-0.2
O...XXOXO,X,1,0.5904
O...XXX.O,O,1,-0.03999999999999998
O...XXX.O,O,7,-0.2
O...XXXO.,O,3,0.0
O...XXXOO,X,3,0.36000000000000004
O..O...XX,X,2,-0.2
O..O...XX,X,5,-0.2
O..O..X.X,X,2,0.5904
O..O..X.X,X,5,0.18432
O..O..XX.,X,4,0.36000000000000004
O..O.X..X,X,1,-0.2
O..O.X.X.,X,1,-0.2
O..O.X.XX,O,1,0.2
O..O.XX..,X,7,0.2
O..O.XX.X,O,1,-0.2
O..O.XX.X,O,2,-0.2
O..O.XX.X,O,7,0.0
O..O.XXOX,X,1,0.1024
O..O.XXX.,O,8,-0.2
O..O.XXXO,X,1,-0.2
O..O.XXXO,X,2,-0.03999999999999998
O..OOXX.X,X,2,0.36000000000000004
O..OOXXX.,X,8,0.2
O..OX...X,X,5,0.2
O..OX...X,X,6,0.67232
O..OX..X.,X,1,0.36000000000000004
O..OX..X.,X,8,-0.2
O..OX..XX,O,6,0.2
O..OX.X..,X,1,0.36000000000000004
O..OX.X..,X,7,0.2
O..OX.X..,X,8,0.2
O..OX.X.X,O,1,-0.2
